date;recession;target_recession_3m;prediction;prob_no_recession;prob_recession
2025-03-01;0;0;0,0;0,6154977610475632;0,3845022389524369
2025-04-01;0;0;0,0;0,5897227367521306;0,4102772632478694
2025-05-01;0;0;0,0;0,546388916932734;0,453611083067266
2025-06-01;0;0;0,0;0,5793106117386785;0,4206893882613215
2025-07-01;0;0;0,0;0,6076357301404696;0,3923642698595305
2025-08-01;0;0;0,0;0,5760439627273264;0,4239560372726735
2025-09-01;0;0;0,0;0,5061705450058074;0,4938294549941925
2025-10-01;0;0;0,0;0,554363893027739;0,4456361069722609
2025-11-01;0;0;0,0;0,5358818145904118;0,4641181854095881
2025-12-01;0;0;0,0;0,605552400880001;0,3944475991199991
2026-01-01;0;0;0,0;0,5954789790856172;0,4045210209143828
